customer_id,nps_real,nps_previsto,score_risco_insatisfacao,classificacao_prevista,prioridade_acao,sugestao_acao
1786,2.0,3.0,0.969,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
215,0.8,2.5,0.969,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
925,4.3,2.9,0.969,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1950,5.2,2.7,0.969,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
137,4.4,3.3,0.969,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2340,3.6,2.5,0.969,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
904,1.4,2.7,0.968,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1041,2.8,3.3,0.968,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2007,2.2,2.8,0.968,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
406,0.0,2.6,0.968,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
266,2.7,3.3,0.968,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
543,2.5,3.1,0.968,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1556,6.0,3.0,0.967,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1549,3.4,3.2,0.967,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2146,3.9,3.1,0.967,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2166,6.6,3.2,0.967,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2282,5.3,2.9,0.967,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
263,3.0,2.7,0.967,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
152,5.3,3.0,0.967,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
663,5.3,3.3,0.967,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
762,0.4,2.7,0.967,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2076,5.3,3.0,0.967,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1824,1.5,2.9,0.967,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1487,5.8,3.2,0.966,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
350,3.8,3.1,0.966,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
87,2.9,2.9,0.966,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
926,3.9,2.8,0.966,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1274,3.1,3.3,0.966,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1842,4.2,3.2,0.966,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1372,2.3,2.9,0.966,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1201,2.5,3.0,0.966,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
394,3.9,3.4,0.966,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
33,0.0,2.6,0.966,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
939,3.6,2.6,0.965,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
305,3.8,3.1,0.965,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1433,4.0,3.0,0.965,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1057,0.0,2.8,0.965,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
551,5.2,3.1,0.965,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
494,4.6,3.0,0.965,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1493,5.2,2.9,0.965,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
506,4.0,3.2,0.965,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1396,1.7,3.1,0.965,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
28,5.1,3.4,0.965,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
195,5.0,3.2,0.964,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2018,0.8,3.1,0.964,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
405,2.9,2.9,0.964,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2493,4.3,3.2,0.964,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1191,3.7,2.8,0.964,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
789,4.2,2.7,0.964,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1963,2.9,2.7,0.964,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1751,3.9,2.8,0.964,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
159,1.6,2.8,0.964,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
519,0.0,3.4,0.964,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
597,3.3,3.4,0.963,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
180,0.0,2.9,0.963,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2402,3.0,3.1,0.963,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2015,5.7,3.4,0.963,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2325,2.8,3.3,0.963,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1217,1.2,3.1,0.963,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
634,5.2,2.9,0.963,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1848,3.2,3.0,0.962,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2332,4.0,3.2,0.962,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
885,2.7,2.9,0.962,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
264,3.6,2.8,0.962,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2183,4.4,3.2,0.962,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2144,5.5,3.1,0.962,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1870,3.6,3.1,0.962,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1031,2.4,3.0,0.962,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2485,1.6,3.3,0.961,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2164,3.2,3.0,0.961,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1945,0.0,3.1,0.961,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1653,2.4,2.9,0.961,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
304,3.4,3.5,0.961,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2049,3.1,2.5,0.961,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1833,2.9,3.0,0.961,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
610,2.4,3.2,0.961,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1375,2.6,3.4,0.961,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1678,2.9,3.4,0.961,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2056,2.5,3.0,0.96,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
165,5.6,3.8,0.96,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
544,3.5,2.9,0.96,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
608,0.4,2.9,0.96,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
756,2.0,3.5,0.96,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2,2.4,3.3,0.96,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
92,4.5,3.1,0.959,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
313,4.1,3.4,0.959,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1339,5.0,3.2,0.959,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
727,5.6,3.2,0.959,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
512,0.0,2.8,0.959,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1218,4.5,3.3,0.958,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
354,2.2,2.9,0.958,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1588,5.9,3.1,0.958,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
399,4.9,3.6,0.958,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2236,3.4,3.0,0.957,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
776,1.9,3.0,0.957,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
288,3.2,2.8,0.957,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1496,1.8,3.3,0.957,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1575,2.6,3.2,0.957,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
340,3.2,2.9,0.957,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2469,1.8,3.0,0.957,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2041,5.8,3.2,0.956,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1874,1.3,2.5,0.956,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1807,3.1,3.0,0.956,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2088,3.3,3.1,0.955,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1857,2.9,3.1,0.955,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1906,2.3,3.2,0.955,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
56,4.0,3.5,0.955,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1996,3.3,3.3,0.955,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
256,3.5,2.8,0.955,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
752,0.0,3.1,0.954,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1828,3.0,2.9,0.954,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2425,3.6,3.3,0.953,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1866,2.0,3.4,0.953,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1414,5.3,3.3,0.953,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1743,3.5,3.1,0.953,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
823,3.2,3.4,0.953,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1924,0.0,3.0,0.953,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2274,2.5,3.1,0.953,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2271,6.0,2.8,0.953,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
257,3.5,3.2,0.953,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1454,6.2,3.2,0.952,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
331,3.2,2.4,0.952,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
658,2.6,3.2,0.952,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
814,3.8,3.4,0.952,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
207,3.7,3.4,0.952,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1163,6.0,2.9,0.952,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1276,3.7,3.2,0.952,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
632,2.7,3.0,0.952,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2161,1.0,3.0,0.952,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2129,1.2,3.1,0.952,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1188,1.9,3.3,0.951,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1517,2.7,3.2,0.951,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1246,2.6,3.3,0.951,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1203,1.8,3.1,0.951,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2168,2.2,3.3,0.95,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
877,0.4,3.1,0.95,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
856,2.2,3.3,0.95,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
521,4.2,3.7,0.949,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
209,4.6,3.4,0.949,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
300,2.6,3.0,0.949,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1355,5.2,3.6,0.949,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
685,3.9,3.2,0.949,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2038,6.7,3.1,0.948,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1426,0.8,3.1,0.948,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1202,0.6,3.2,0.948,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1799,0.4,3.0,0.948,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1103,4.1,3.5,0.948,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1840,5.4,3.6,0.948,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
893,4.0,3.4,0.948,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
351,3.4,3.4,0.948,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1479,3.3,3.7,0.947,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2173,4.6,3.1,0.947,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
18,4.8,3.3,0.947,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1663,3.9,3.4,0.947,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1431,3.9,3.5,0.946,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2124,3.1,3.5,0.946,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1198,0.0,3.3,0.946,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2050,5.2,3.3,0.946,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1781,3.0,3.2,0.946,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1535,1.6,3.4,0.945,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2481,0.8,3.5,0.945,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2150,2.4,3.0,0.945,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1697,0.0,2.9,0.945,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
367,3.1,3.4,0.945,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
504,4.4,3.1,0.945,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1354,2.9,3.3,0.945,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1328,2.1,3.4,0.944,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2095,4.6,3.5,0.944,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1164,1.4,3.3,0.944,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2371,2.1,3.6,0.944,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
572,0.0,3.2,0.944,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2031,1.4,3.3,0.944,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1827,1.8,3.0,0.944,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1101,3.0,3.2,0.944,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1572,1.8,3.1,0.943,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1922,2.5,3.5,0.943,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
901,4.9,3.8,0.943,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1815,7.0,3.5,0.943,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1129,2.5,3.1,0.943,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
599,1.8,3.9,0.943,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1966,2.6,3.5,0.943,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
903,2.4,3.1,0.943,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2395,3.2,3.5,0.942,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1263,1.9,3.1,0.942,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2280,3.0,3.4,0.942,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1783,4.6,3.9,0.942,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1754,3.9,3.6,0.942,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1765,4.2,3.2,0.942,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
284,3.3,3.3,0.941,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1127,3.5,3.2,0.941,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
654,3.9,3.0,0.941,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
673,3.1,3.4,0.941,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1200,2.1,3.6,0.941,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1982,3.4,4.1,0.94,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1534,0.0,3.7,0.94,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
954,2.2,3.4,0.94,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1086,2.0,3.5,0.94,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1931,4.3,3.4,0.94,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1475,2.4,3.7,0.94,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
19,3.4,3.1,0.939,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
335,5.5,3.4,0.939,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
916,1.4,3.4,0.939,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1545,3.4,3.5,0.938,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1928,1.0,3.5,0.938,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1657,0.2,3.2,0.938,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
385,5.0,3.4,0.938,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1331,5.5,3.6,0.938,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2230,2.9,3.3,0.938,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
587,4.1,3.3,0.938,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1648,3.0,3.3,0.937,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1100,4.2,3.3,0.937,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1480,6.1,3.5,0.937,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
301,0.7,3.4,0.937,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
961,1.7,3.5,0.937,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1473,3.3,3.2,0.937,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2157,3.4,3.8,0.936,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2110,1.8,3.8,0.936,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
858,5.0,3.7,0.936,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
309,2.7,3.5,0.936,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
995,2.9,3.4,0.936,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1397,3.9,3.4,0.935,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
620,5.2,3.7,0.935,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
862,2.3,3.7,0.935,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2291,0.7,3.3,0.935,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2006,2.1,3.4,0.934,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1550,2.8,3.6,0.934,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1403,1.9,3.3,0.934,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1009,0.9,3.3,0.934,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1753,3.2,3.4,0.934,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
503,0.9,3.4,0.934,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1706,6.1,3.6,0.934,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2158,3.4,3.9,0.934,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
553,4.1,3.7,0.933,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2450,2.9,3.2,0.933,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1476,3.1,3.8,0.933,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
742,3.9,3.3,0.932,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2489,3.6,3.8,0.932,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1610,4.6,3.2,0.932,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
725,1.6,3.3,0.932,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
176,1.5,3.5,0.932,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
59,3.1,3.2,0.931,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
807,3.9,3.2,0.931,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
